Ticket Subject,Ticket ID,count
Delivery problem,7454,1
Delivery problem,7432,1
Delivery problem,7428,1
Delivery problem,7417,1
Delivery problem,7414,1
Delivery problem,7396,1
Delivery problem,7392,1
Delivery problem,7375,1
Delivery problem,7730,1
Delivery problem,7837,1
Delivery problem,8301,1
Delivery problem,7854,1
Delivery problem,8287,1
Delivery problem,8274,1
Delivery problem,8257,1
Delivery problem,8193,1
Delivery problem,8190,1
Delivery problem,8161,1
Delivery problem,8155,1
Delivery problem,8143,1
Delivery problem,8137,1
Delivery problem,8131,1
Delivery problem,8127,1
Delivery problem,8096,1
Delivery problem,8091,1
Delivery problem,8080,1
Delivery problem,8078,1
Delivery problem,8057,1
Delivery problem,8046,1
Delivery problem,8040,1
Delivery problem,8038,1
Delivery problem,8027,1
Delivery problem,7981,1
Delivery problem,7942,1
Delivery problem,7931,1
Delivery problem,7923,1
Delivery problem,7922,1
Delivery problem,7893,1
Delivery problem,7888,1
Delivery problem,7876,1
Delivery problem,7858,1
Delivery problem,5281,1
Delivery problem,5276,1
Delivery problem,5275,1
Delivery problem,2601,1
Delivery problem,2572,1
Delivery problem,2568,1
Delivery problem,2558,1
Delivery problem,2553,1
Delivery problem,2535,1
Delivery problem,2534,1
Delivery problem,2528,1
Delivery problem,2525,1
Delivery problem,2511,1
Delivery problem,2501,1
Delivery problem,2495,1
Delivery problem,2468,1
Delivery problem,2456,1
Delivery problem,2436,1
Delivery problem,2414,1
Delivery problem,2412,1
Delivery problem,2390,1
Delivery problem,2370,1
Delivery problem,2363,1
Delivery problem,2353,1
Delivery problem,2350,1
Delivery problem,2332,1
Delivery problem,2266,1
Delivery problem,2262,1
Delivery problem,2241,1
Delivery problem,2211,1
Delivery problem,2210,1
Delivery problem,2172,1
Delivery problem,2164,1
Delivery problem,2588,1
Delivery problem,2629,1
Delivery problem,2149,1
Delivery problem,2635,1
Delivery problem,3127,1
Delivery problem,3125,1
Delivery problem,3091,1
Delivery problem,3089,1
Delivery problem,3078,1
Delivery problem,3061,1
Delivery problem,3056,1
Delivery problem,3040,1
Delivery problem,3028,1
Delivery problem,3010,1
Delivery problem,2979,1
Delivery problem,2973,1
Delivery problem,2906,1
Delivery problem,2903,1
Delivery problem,2902,1
Delivery problem,2846,1
Delivery problem,2822,1
Delivery problem,2818,1
Delivery problem,2804,1
Delivery problem,2789,1
Delivery problem,2777,1
Delivery problem,2739,1
Delivery problem,2737,1
Delivery problem,2721,1
Delivery problem,2701,1
Delivery problem,2687,1
Delivery problem,2659,1
Delivery problem,2642,1
Delivery problem,2637,1
Delivery problem,2162,1
Delivery problem,2136,1
Delivery problem,3149,1
Delivery problem,1631,1
Delivery problem,1607,1
Delivery problem,1599,1
Delivery problem,1598,1
Delivery problem,1587,1
Delivery problem,1578,1
Delivery problem,1575,1
Delivery problem,1574,1
Delivery problem,1566,1
Delivery problem,1548,1
Delivery problem,1522,1
Delivery problem,1516,1
Delivery problem,1511,1
Delivery problem,1504,1
Delivery problem,1500,1
Delivery problem,1495,1
Delivery problem,1493,1
Delivery problem,1486,1
Delivery problem,1483,1
Delivery problem,1479,1
Delivery problem,1474,1
Delivery problem,1473,1
Delivery problem,1445,1
Delivery problem,1441,1
Delivery problem,1435,1
Delivery problem,1433,1
Delivery problem,1417,1
Delivery problem,1411,1
Delivery problem,1407,1
Delivery problem,1403,1
Delivery problem,1627,1
Delivery problem,1654,1
Delivery problem,2124,1
Delivery problem,1661,1
Delivery problem,2115,1
Delivery problem,2108,1
Delivery problem,2088,1
Delivery problem,2073,1
Delivery problem,2054,1
Delivery problem,2037,1
Delivery problem,2033,1
Delivery problem,2017,1
Delivery problem,2012,1
Delivery problem,1997,1
Delivery problem,1994,1
Delivery problem,1989,1
Delivery problem,1987,1
Delivery problem,1986,1
Delivery problem,1981,1
Delivery problem,1911,1
Delivery problem,1888,1
Delivery problem,1882,1
Delivery problem,1868,1
Delivery problem,1828,1
Delivery problem,1809,1
Delivery problem,1806,1
Delivery problem,1797,1
Delivery problem,1785,1
Delivery problem,1781,1
Delivery problem,1757,1
Delivery problem,1698,1
Delivery problem,1684,1
Delivery problem,1665,1
Delivery problem,3146,1
Delivery problem,3174,1
Delivery problem,5253,1
Delivery problem,4657,1
Delivery problem,4623,1
Delivery problem,4614,1
Delivery problem,4603,1
Delivery problem,4599,1
Delivery problem,4593,1
Delivery problem,4589,1
Delivery problem,4580,1
Delivery problem,4562,1
Delivery problem,4557,1
Delivery problem,4545,1
Delivery problem,4543,1
Delivery problem,4535,1
Delivery problem,4497,1
Delivery problem,4489,1
Delivery problem,4479,1
Delivery problem,4472,1
Delivery problem,4456,1
Delivery problem,4442,1
Delivery problem,4418,1
Delivery problem,4391,1
Delivery problem,4378,1
Delivery problem,4368,1
Delivery problem,4366,1
Delivery problem,4341,1
Delivery problem,4335,1
Delivery problem,4331,1
Delivery problem,4325,1
Delivery problem,4284,1
Delivery problem,4282,1
Delivery problem,4653,1
Delivery problem,4663,1
Delivery problem,4249,1
Delivery problem,4672,1
Delivery problem,5251,1
Delivery problem,5225,1
Delivery problem,5199,1
Delivery problem,5193,1
Delivery problem,5179,1
Delivery problem,5165,1
Delivery problem,5163,1
Delivery problem,5154,1
Delivery problem,5153,1
Delivery problem,5141,1
Delivery problem,5092,1
Delivery problem,5067,1
Delivery problem,5048,1
Delivery problem,5004,1
Delivery problem,4982,1
Delivery problem,4947,1
Delivery problem,4927,1
Delivery problem,4912,1
Delivery problem,4907,1
Delivery problem,4881,1
Delivery problem,4858,1
Delivery problem,4856,1
Delivery problem,4823,1
Delivery problem,4791,1
Delivery problem,4759,1
Delivery problem,4741,1
Delivery problem,4730,1
Delivery problem,4691,1
Delivery problem,4690,1
Delivery problem,4276,1
Delivery problem,4217,1
Delivery problem,3246,1
Delivery problem,3714,1
Delivery problem,3709,1
Delivery problem,3694,1
Delivery problem,3676,1
Delivery problem,3671,1
Delivery problem,3669,1
Delivery problem,3665,1
Delivery problem,3655,1
Delivery problem,3638,1
Delivery problem,3635,1
Delivery problem,3588,1
Delivery problem,3572,1
Delivery problem,3515,1
Delivery problem,3513,1
Delivery problem,3505,1
Delivery problem,3496,1
Delivery problem,3487,1
Delivery problem,3470,1
Delivery problem,3463,1
Delivery problem,3450,1
Delivery problem,3422,1
Delivery problem,3415,1
Delivery problem,3412,1
Delivery problem,3407,1
Delivery problem,3398,1
Delivery problem,3396,1
Delivery problem,3380,1
Delivery problem,3331,1
Delivery problem,3325,1
Delivery problem,3286,1
Delivery problem,3713,1
Delivery problem,3715,1
Delivery problem,4171,1
Delivery problem,3747,1
Delivery problem,4163,1
Delivery problem,4161,1
Delivery problem,4150,1
Delivery problem,4133,1
Delivery problem,4122,1
Delivery problem,4119,1
Delivery problem,4116,1
Delivery problem,4109,1
Delivery problem,4089,1
Delivery problem,4051,1
Delivery problem,4015,1
Delivery problem,4006,1
Delivery problem,3999,1
Delivery problem,3997,1
Delivery problem,3959,1
Delivery problem,3957,1
Delivery problem,3943,1
Delivery problem,3931,1
Delivery problem,3904,1
Delivery problem,3893,1
Delivery problem,3890,1
Delivery problem,3882,1
Delivery problem,3851,1
Delivery problem,3840,1
Delivery problem,3820,1
Delivery problem,3816,1
Delivery problem,3791,1
Delivery problem,3773,1
Delivery problem,3752,1
Display issue,1021,1
Display issue,445,1
Display issue,424,1
Display issue,415,1
Display issue,402,1
Display issue,392,1
Display issue,391,1
Display issue,384,1
Display issue,264,1
Display issue,233,1
Display issue,231,1
Display issue,215,1
Display issue,208,1
Display issue,197,1
Display issue,190,1
Display issue,152,1
Display issue,126,1
Display issue,113,1
Display issue,112,1
Display issue,92,1
Display issue,76,1
Display issue,73,1
Display issue,50,1
Display issue,25,1
Display issue,428,1
Display issue,452,1
Display issue,476,1
Display issue,982,1
Display issue,954,1
Display issue,918,1
Display issue,916,1
Display issue,901,1
Display issue,900,1
Display issue,862,1
Display issue,857,1
Display issue,853,1
Display issue,851,1
Display issue,831,1
Display issue,801,1
Display issue,781,1
Display issue,738,1
Display issue,691,1
Display issue,687,1
Display issue,680,1
Display issue,667,1
Display issue,654,1
Display issue,643,1
Display issue,584,1
Display issue,561,1
Display issue,560,1
Display issue,557,1
Display issue,552,1
Display issue,544,1
Display issue,527,1
Display issue,492,1
Display issue,491,1
Display issue,994,1
Display issue,1030,1
Display issue,7376,1
Display issue,7609,1
Display issue,7604,1
Display issue,7584,1
Display issue,7572,1
Display issue,7571,1
Display issue,7545,1
Display issue,7540,1
Display issue,7537,1
Display issue,7515,1
Display issue,7480,1
Display issue,7449,1
Display issue,7447,1
Display issue,7439,1
Display issue,7400,1
Display issue,7351,1
Display issue,1036,1
Display issue,7342,1
Display issue,7339,1
Display issue,7336,1
Display issue,7293,1
Display issue,7271,1
Display issue,7265,1
Display issue,7263,1
Display issue,7217,1
Display issue,7192,1
Display issue,7168,1
Display issue,7163,1
Display issue,7142,1
Display issue,7138,1
Display issue,7121,1
Display issue,7610,1
Display issue,7642,1
Display issue,7644,1
Display issue,7675,1
Display issue,8074,1
Display issue,8067,1
Display issue,8056,1
Display issue,8055,1
Display issue,8051,1
Display issue,8029,1
Display issue,8010,1
Display issue,8004,1
Display issue,7998,1
Display issue,7989,1
Display issue,7982,1
Display issue,7979,1
Display issue,7968,1
Display issue,7952,1
Display issue,7951,1
Display issue,7925,1
Display issue,7917,1
Display issue,7902,1
Display issue,7899,1
Display issue,7879,1
Display issue,7843,1
Display issue,7800,1
Display issue,7761,1
Display issue,7729,1
Display issue,7712,1
Display issue,7708,1
Display issue,7703,1
Display issue,7695,1
Display issue,7693,1
Display issue,7106,1
Display issue,7085,1
Display issue,7065,1
Display issue,6599,1
Display issue,6530,1
Display issue,6510,1
Display issue,6484,1
Display issue,6480,1
Display issue,6467,1
Display issue,6416,1
Display issue,6411,1
Display issue,6410,1
Display issue,6362,1
Display issue,6341,1
Display issue,6326,1
Display issue,6321,1
Display issue,6316,1
Display issue,6285,1
Display issue,6248,1
Display issue,6182,1
Display issue,6173,1
Display issue,6146,1
Display issue,6125,1
Display issue,6108,1
Display issue,6101,1
Display issue,6099,1
Display issue,6075,1
Display issue,6055,1
Display issue,6042,1
Display issue,6019,1
Display issue,5940,1
Display issue,5932,1
Display issue,5930,1
Display issue,6548,1
Display issue,6616,1
Display issue,7056,1
Display issue,6619,1
Display issue,7046,1
Display issue,7041,1
Display issue,7023,1
Display issue,7013,1
Display issue,6996,1
Display issue,6994,1
Display issue,6987,1
Display issue,6980,1
Display issue,6979,1
Display issue,6971,1
Display issue,6967,1
Display issue,6922,1
Display issue,6920,1
Display issue,6853,1
Display issue,6850,1
Display issue,6844,1
Display issue,6833,1
Display issue,6802,1
Display issue,6789,1
Display issue,6760,1
Display issue,6750,1
Display issue,6744,1
Display issue,6735,1
Display issue,6730,1
Display issue,6717,1
Display issue,6669,1
Display issue,6659,1
Display issue,6635,1
Display issue,6627,1
Display issue,8085,1
Display issue,8093,1
Display issue,8115,1
Display issue,8188,1
Display issue,8463,1
Display issue,8461,1
Display issue,8453,1
Display issue,8450,1
Display issue,8436,1
Display issue,8432,1
Display issue,8429,1
Display issue,8377,1
Display issue,8376,1
Display issue,8370,1
Display issue,8358,1
Display issue,8337,1
Display issue,8309,1
Display issue,8306,1
Display issue,8294,1
Display issue,8283,1
Display issue,8265,1
Display issue,8241,1
Display issue,8226,1
Display issue,8225,1
Display issue,8199,1
Display issue,8197,1
Display issue,5888,1
Display issue,5871,1
Display issue,5869,1
Display issue,2978,1
Display issue,2900,1
Display issue,2878,1
Display issue,2849,1
Display issue,2836,1
Display issue,2835,1
Display issue,2826,1
Display issue,2783,1
Display issue,2728,1
Display issue,2720,1
Display issue,2705,1
Display issue,2692,1
Display issue,2680,1
Display issue,2638,1
Display issue,2631,1
Display issue,2610,1
Display issue,2598,1
Display issue,2582,1
Display issue,2548,1
Display issue,2547,1
Display issue,2504,1
Display issue,2499,1
Display issue,2470,1
Display issue,2451,1
Display issue,2443,1
Display issue,2423,1
Display issue,2391,1
Display issue,2358,1
Display issue,2349,1
Display issue,2301,1
Display issue,2964,1
Display issue,2990,1
Display issue,2244,1
Display issue,3080,1
Display issue,3602,1
Display issue,3570,1
Display issue,3558,1
Display issue,3557,1
Display issue,3551,1
Display issue,3540,1
Display issue,3511,1
Display issue,3484,1
Display issue,3467,1
Display issue,3456,1
Display issue,3420,1
Display issue,3405,1
Display issue,3403,1
Display issue,3369,1
Display issue,3338,1
Display issue,3314,1
Display issue,3303,1
Display issue,3294,1
Display issue,3288,1
Display issue,3262,1
Display issue,3239,1
Display issue,3212,1
Display issue,3208,1
Display issue,3190,1
Display issue,3180,1
Display issue,3143,1
Display issue,3118,1
Display issue,3110,1
Display issue,3103,1
Display issue,2263,1
Display issue,2238,1
Display issue,3612,1
Display issue,1681,1
Display issue,1674,1
Display issue,1594,1
Display issue,1592,1
Display issue,1568,1
Display issue,1567,1
Display issue,1551,1
Display issue,1526,1
Display issue,1485,1
Display issue,1419,1
Display issue,1415,1
Display issue,1410,1
Display issue,1381,1
Display issue,1379,1
Display issue,1322,1
Display issue,1307,1
Display issue,1274,1
Display issue,1272,1
Display issue,1211,1
Display issue,1199,1
Display issue,1186,1
Display issue,1166,1
Display issue,1115,1
Display issue,1091,1
Display issue,1090,1
Display issue,1086,1
Display issue,1085,1
Display issue,1068,1
Display issue,1061,1
Display issue,1053,1
Display issue,1679,1
Display issue,1689,1
Display issue,2222,1
Display issue,1708,1
Display issue,2218,1
Display issue,2214,1
Display issue,2177,1
Display issue,2175,1
Display issue,2156,1
Display issue,2141,1
Display issue,2123,1
Display issue,2095,1
Display issue,2078,1
Display issue,2059,1
Display issue,2040,1
Display issue,2011,1
Display issue,2002,1
Display issue,1992,1
Display issue,1982,1
Display issue,1963,1
Display issue,1960,1
Display issue,1948,1
Display issue,1942,1
Display issue,1918,1
Display issue,1877,1
Display issue,1846,1
Display issue,1840,1
Display issue,1823,1
Display issue,1812,1
Display issue,1756,1
Display issue,1726,1
Display issue,1719,1
Display issue,1712,1
Display issue,3608,1
Display issue,3644,1
Display issue,5841,1
Display issue,5252,1
Display issue,5245,1
Display issue,5240,1
Display issue,5239,1
Display issue,5236,1
Display issue,5226,1
Display issue,5217,1
Display issue,5216,1
Display issue,5174,1
Display issue,5158,1
Display issue,5145,1
Display issue,5119,1
Display issue,5099,1
Display issue,5083,1
Display issue,5063,1
Display issue,5045,1
Display issue,5035,1
Display issue,5011,1
Display issue,4998,1
Display issue,4992,1
Display issue,4984,1
Display issue,4975,1
Display issue,4971,1
Display issue,4970,1
Display issue,4964,1
Display issue,4958,1
Display issue,4945,1
Display issue,4937,1
Display issue,4914,1
Display issue,4908,1
Display issue,5248,1
Display issue,5286,1
Display issue,4898,1
Display issue,5325,1
Display issue,5840,1
Display issue,5831,1
Display issue,5787,1
Display issue,5776,1
Display issue,5747,1
Display issue,5736,1
Display issue,5733,1
Display issue,5724,1
Display issue,5717,1
Display issue,5712,1
Display issue,5696,1
Display issue,5681,1
Display issue,5640,1
Display issue,5606,1
Display issue,5604,1
Display issue,5583,1
Display issue,5568,1
Display issue,5554,1
Display issue,5553,1
Display issue,5537,1
Display issue,5533,1
Display issue,5522,1
Display issue,5515,1
Display issue,5510,1
Display issue,5470,1
Display issue,5420,1
Display issue,5414,1
Display issue,5387,1
Display issue,5349,1
Display issue,4899,1
Display issue,4809,1
Display issue,3651,1
Display issue,4269,1
Display issue,4209,1
Display issue,4202,1
Display issue,4198,1
Display issue,4190,1
Display issue,4160,1
Display issue,4159,1
Display issue,4136,1
Display issue,4120,1
Display issue,4110,1
Display issue,4065,1
Display issue,4054,1
Display issue,4019,1
Display issue,4011,1
Display issue,4010,1
Display issue,3998,1
Display issue,3996,1
Display issue,3961,1
Display issue,3946,1
Display issue,3932,1
Display issue,3921,1
Display issue,3872,1
Display issue,3834,1
Display issue,3831,1
Display issue,3828,1
Display issue,3814,1
Display issue,3800,1
Display issue,3682,1
Display issue,3660,1
Display issue,3652,1
Display issue,4218,1
Display issue,4272,1
Display issue,4770,1
Display issue,4293,1
Display issue,4768,1
Display issue,4694,1
Display issue,4682,1
Display issue,4680,1
Display issue,4651,1
Display issue,4632,1
Display issue,4630,1
Display issue,4607,1
Display issue,4576,1
Display issue,4556,1
Display issue,4552,1
Display issue,4539,1
Display issue,4532,1
Display issue,4503,1
Display issue,4484,1
Display issue,4477,1
Display issue,4473,1
Display issue,4461,1
Display issue,4435,1
Display issue,4431,1
Display issue,4417,1
Display issue,4415,1
Display issue,4398,1
Display issue,4373,1
Display issue,4336,1
Display issue,4334,1
Display issue,4311,1
Display issue,4309,1
Display issue,4299,1
Hardware issue,6993,1
Hardware issue,7198,1
Hardware issue,7182,1
Hardware issue,7179,1
Hardware issue,7169,1
Hardware issue,7159,1
Hardware issue,7155,1
Hardware issue,7092,1
Hardware issue,7077,1
Hardware issue,7052,1
Hardware issue,7043,1
Hardware issue,7028,1
Hardware issue,7017,1
Hardware issue,7002,1
Hardware issue,7001,1
Hardware issue,6964,1
Hardware issue,5782,1
Hardware issue,6942,1
Hardware issue,6933,1
Hardware issue,6916,1
Hardware issue,6911,1
Hardware issue,6899,1
Hardware issue,6897,1
Hardware issue,6872,1
Hardware issue,6864,1
Hardware issue,6857,1
Hardware issue,6848,1
Hardware issue,6843,1
Hardware issue,6838,1
Hardware issue,6835,1
Hardware issue,6798,1
Hardware issue,7211,1
Hardware issue,7213,1
Hardware issue,7220,1
Hardware issue,7221,1
Hardware issue,7672,1
Hardware issue,7667,1
Hardware issue,7647,1
Hardware issue,7637,1
Hardware issue,7603,1
Hardware issue,7593,1
Hardware issue,7586,1
Hardware issue,7583,1
Hardware issue,7556,1
Hardware issue,7555,1
Hardware issue,7534,1
Hardware issue,7533,1
Hardware issue,7531,1
Hardware issue,7505,1
Hardware issue,7490,1
Hardware issue,7489,1
Hardware issue,7482,1
Hardware issue,7476,1
Hardware issue,7457,1
Hardware issue,7450,1
Hardware issue,7430,1
Hardware issue,7408,1
Hardware issue,7367,1
Hardware issue,7318,1
Hardware issue,7302,1
Hardware issue,7297,1
Hardware issue,7269,1
Hardware issue,7255,1
Hardware issue,7244,1
Hardware issue,6787,1
Hardware issue,6778,1
Hardware issue,6772,1
Hardware issue,6234,1
Hardware issue,6227,1
Hardware issue,6215,1
Hardware issue,6209,1
Hardware issue,6203,1
Hardware issue,6195,1
Hardware issue,6153,1
Hardware issue,6143,1
Hardware issue,6138,1
Hardware issue,6104,1
Hardware issue,6069,1
Hardware issue,6063,1
Hardware issue,6057,1
Hardware issue,6049,1
Hardware issue,6040,1
Hardware issue,6037,1
Hardware issue,6016,1
Hardware issue,6004,1
Hardware issue,5988,1
Hardware issue,5983,1
Hardware issue,5966,1
Hardware issue,5960,1
Hardware issue,5915,1
Hardware issue,5899,1
Hardware issue,5896,1
Hardware issue,5891,1
Hardware issue,5873,1
Hardware issue,5848,1
Hardware issue,5820,1
Hardware issue,5805,1
Hardware issue,6231,1
Hardware issue,6245,1
Hardware issue,6723,1
Hardware issue,6274,1
Hardware issue,6710,1
Hardware issue,6708,1
Hardware issue,6701,1
Hardware issue,6700,1
Hardware issue,6691,1
Hardware issue,6688,1
Hardware issue,6686,1
Hardware issue,6598,1
Hardware issue,6567,1
Hardware issue,6551,1
Hardware issue,6542,1
Hardware issue,6527,1
Hardware issue,6501,1
Hardware issue,6499,1
Hardware issue,6495,1
Hardware issue,6485,1
Hardware issue,6481,1
Hardware issue,6432,1
Hardware issue,6431,1
Hardware issue,6420,1
Hardware issue,6412,1
Hardware issue,6400,1
Hardware issue,6382,1
Hardware issue,6379,1
Hardware issue,6344,1
Hardware issue,6335,1
Hardware issue,6330,1
Hardware issue,6314,1
Hardware issue,6290,1
Hardware issue,7690,1
Hardware issue,7742,1
Hardware issue,7771,1
Hardware issue,7793,1
Hardware issue,8291,1
Hardware issue,8252,1
Hardware issue,8251,1
Hardware issue,8235,1
Hardware issue,8200,1
Hardware issue,8146,1
Hardware issue,8102,1
Hardware issue,8099,1
Hardware issue,8090,1
Hardware issue,8086,1
Hardware issue,8068,1
Hardware issue,8049,1
Hardware issue,8042,1
Hardware issue,8039,1
Hardware issue,8022,1
Hardware issue,7996,1
Hardware issue,7969,1
Hardware issue,7937,1
Hardware issue,7935,1
Hardware issue,7934,1
Hardware issue,7918,1
Hardware issue,7916,1
Hardware issue,7912,1
Hardware issue,7903,1
Hardware issue,7900,1
Hardware issue,7883,1
Hardware issue,7873,1
Hardware issue,7864,1
Hardware issue,7861,1
Hardware issue,7826,1
Hardware issue,8290,1
Hardware issue,8346,1
Hardware issue,8353,1
Hardware issue,8469,1
Hardware issue,8458,1
Hardware issue,8449,1
Hardware issue,8412,1
Hardware issue,8408,1
Hardware issue,8381,1
Hardware issue,5785,1
Hardware issue,5774,1
Hardware issue,2910,1
Hardware issue,3186,1
Hardware issue,3173,1
Hardware issue,3092,1
Hardware issue,3081,1
Hardware issue,3032,1
Hardware issue,3017,1
Hardware issue,3009,1
Hardware issue,3000,1
Hardware issue,2999,1
Hardware issue,2980,1
Hardware issue,2936,1
Hardware issue,2933,1
Hardware issue,2932,1
Hardware issue,2928,1
Hardware issue,2890,1
Hardware issue,5767,1
Hardware issue,2881,1
Hardware issue,2866,1
Hardware issue,2856,1
Hardware issue,2825,1
Hardware issue,2821,1
Hardware issue,2810,1
Hardware issue,2808,1
Hardware issue,2796,1
Hardware issue,2794,1
Hardware issue,2754,1
Hardware issue,2714,1
Hardware issue,2709,1
Hardware issue,2684,1
Hardware issue,2681,1
Hardware issue,3196,1
Hardware issue,3200,1
Hardware issue,3205,1
Hardware issue,3209,1
Hardware issue,3743,1
Hardware issue,3734,1
Hardware issue,3684,1
Hardware issue,3672,1
Hardware issue,3659,1
Hardware issue,3654,1
Hardware issue,3593,1
Hardware issue,3568,1
Hardware issue,3566,1
Hardware issue,3529,1
Hardware issue,3497,1
Hardware issue,3457,1
Hardware issue,3439,1
Hardware issue,3432,1
Hardware issue,3388,1
Hardware issue,3386,1
Hardware issue,3373,1
Hardware issue,3367,1
Hardware issue,3363,1
Hardware issue,3300,1
Hardware issue,3284,1
Hardware issue,3273,1
Hardware issue,3257,1
Hardware issue,3242,1
Hardware issue,3238,1
Hardware issue,3228,1
Hardware issue,3226,1
Hardware issue,3222,1
Hardware issue,3210,1
Hardware issue,2649,1
Hardware issue,2647,1
Hardware issue,2566,1
Hardware issue,2114,1
Hardware issue,2096,1
Hardware issue,2094,1
Hardware issue,2069,1
Hardware issue,1993,1
Hardware issue,1990,1
Hardware issue,1974,1
Hardware issue,1970,1
Hardware issue,1958,1
Hardware issue,1956,1
Hardware issue,1914,1
Hardware issue,1903,1
Hardware issue,1900,1
Hardware issue,1891,1
Hardware issue,1876,1
Hardware issue,1875,1
Hardware issue,1870,1
Hardware issue,1862,1
Hardware issue,1851,1
Hardware issue,1848,1
Hardware issue,1833,1
Hardware issue,1826,1
Hardware issue,1786,1
Hardware issue,1763,1
Hardware issue,1749,1
Hardware issue,1711,1
Hardware issue,1678,1
Hardware issue,1660,1
Hardware issue,1636,1
Hardware issue,1635,1
Hardware issue,2102,1
Hardware issue,2138,1
Hardware issue,2554,1
Hardware issue,2153,1
Hardware issue,2552,1
Hardware issue,2531,1
Hardware issue,2517,1
Hardware issue,2505,1
Hardware issue,2498,1
Hardware issue,2487,1
Hardware issue,2454,1
Hardware issue,2446,1
Hardware issue,2421,1
Hardware issue,2386,1
Hardware issue,2343,1
Hardware issue,2328,1
Hardware issue,2322,1
Hardware issue,2314,1
Hardware issue,2309,1
Hardware issue,2302,1
Hardware issue,2297,1
Hardware issue,2294,1
Hardware issue,2291,1
Hardware issue,2287,1
Hardware issue,2273,1
Hardware issue,2240,1
Hardware issue,2237,1
Hardware issue,2213,1
Hardware issue,2212,1
Hardware issue,2176,1
Hardware issue,2171,1
Hardware issue,2170,1
Hardware issue,2158,1
Hardware issue,3744,1
Hardware issue,3749,1
Hardware issue,3764,1
Hardware issue,5298,1
Hardware issue,5259,1
Hardware issue,5238,1
Hardware issue,5230,1
Hardware issue,5207,1
Hardware issue,5200,1
Hardware issue,5175,1
Hardware issue,5156,1
Hardware issue,5133,1
Hardware issue,5060,1
Hardware issue,5058,1
Hardware issue,5020,1
Hardware issue,5002,1
Hardware issue,4999,1
Hardware issue,4997,1
Hardware issue,4991,1
Hardware issue,4956,1
Hardware issue,4946,1
Hardware issue,4940,1
Hardware issue,4918,1
Hardware issue,4913,1
Hardware issue,4911,1
Hardware issue,4902,1
Hardware issue,4892,1
Hardware issue,4872,1
Hardware issue,4871,1
Hardware issue,4868,1
Hardware issue,4859,1
Hardware issue,4851,1
Hardware issue,4842,1
Hardware issue,5277,1
Hardware issue,5338,1
Hardware issue,4818,1
Hardware issue,5345,1
Hardware issue,5766,1
Hardware issue,5754,1
Hardware issue,5746,1
Hardware issue,5731,1
Hardware issue,5729,1
Hardware issue,5723,1
Hardware issue,5695,1
Hardware issue,5675,1
Hardware issue,5664,1
Hardware issue,5642,1
Hardware issue,5632,1
Hardware issue,5597,1
Hardware issue,5587,1
Hardware issue,5579,1
Hardware issue,5572,1
Hardware issue,5529,1
Hardware issue,5519,1
Hardware issue,5511,1
Hardware issue,5509,1
Hardware issue,5479,1
Hardware issue,5448,1
Hardware issue,5447,1
Hardware issue,5441,1
Hardware issue,5432,1
Hardware issue,5431,1
Hardware issue,5424,1
Hardware issue,5423,1
Hardware issue,5381,1
Hardware issue,5362,1
Hardware issue,4829,1
Hardware issue,4808,1
Hardware issue,3770,1
Hardware issue,4208,1
Hardware issue,4180,1
Hardware issue,4129,1
Hardware issue,4128,1
Hardware issue,4104,1
Hardware issue,4086,1
Hardware issue,4053,1
Hardware issue,4043,1
Hardware issue,4038,1
Hardware issue,4022,1
Hardware issue,4021,1
Hardware issue,3989,1
Hardware issue,3986,1
Hardware issue,3981,1
Hardware issue,3979,1
Hardware issue,3974,1
Hardware issue,3951,1
Hardware issue,3942,1
Hardware issue,3930,1
Hardware issue,3902,1
Hardware issue,3899,1
Hardware issue,3895,1
Hardware issue,3889,1
Hardware issue,3888,1
Hardware issue,3874,1
Hardware issue,3864,1
Hardware issue,3856,1
Hardware issue,3848,1
Hardware issue,3823,1
Hardware issue,3803,1
Hardware issue,4187,1
Hardware issue,4229,1
Hardware issue,4799,1
Hardware issue,4234,1
Hardware issue,4764,1
Hardware issue,4747,1
Hardware issue,4727,1
Hardware issue,4701,1
Hardware issue,4671,1
Hardware issue,4668,1
Hardware issue,4659,1
Hardware issue,4629,1
Hardware issue,4601,1
Hardware issue,4579,1
Hardware issue,4572,1
Hardware issue,4563,1
Hardware issue,4551,1
Hardware issue,4515,1
Hardware issue,4507,1
Hardware issue,4481,1
Hardware issue,4474,1
Hardware issue,4471,1
Hardware issue,4468,1
Hardware issue,4465,1
Hardware issue,4429,1
Hardware issue,4412,1
Hardware issue,4407,1
Hardware issue,4403,1
Hardware issue,4365,1
Hardware issue,4363,1
Hardware issue,4362,1
Hardware issue,4349,1
Hardware issue,4263,1
Hardware issue,1629,1
Hardware issue,1625,1
Hardware issue,1611,1
Hardware issue,1569,1
Hardware issue,971,1
Hardware issue,964,1
Hardware issue,956,1
Hardware issue,934,1
Hardware issue,930,1
Hardware issue,921,1
Hardware issue,911,1
Hardware issue,908,1
Hardware issue,903,1
Hardware issue,902,1
Hardware issue,883,1
Hardware issue,867,1
Hardware issue,860,1
Hardware issue,843,1
Hardware issue,835,1
Hardware issue,822,1
Hardware issue,816,1
Hardware issue,809,1
Hardware issue,782,1
Hardware issue,780,1
Hardware issue,770,1
Hardware issue,762,1
Hardware issue,760,1
Hardware issue,736,1
Hardware issue,733,1
Hardware issue,730,1
Hardware issue,710,1
